Signum,Plats,Socken,Härad,Kommun,Placering,Koordinater,Urspr. plats?,Nuv. koord.,Sockenkod/Fornlämningsnr.,Runtyper,Korsform,Period/Datering,Stilgruppering,Ristare,Materialtyp,Material,Föremål,Övrigt,Alternativt signum,Referens,Bildlänk,lat,lon,marker,date
DR 203 M ,Revninge,Revninge sn,"Bjerge hd, Fyn",Kerteminde,Nationalmuseet (DXLIV),(55.438851915021 ; 10.681507171143),,,080110-35 [Lokalitet/136891],,,M,,,metall,guld,ring,,L 1891,"DK nr.: Fyn 1, http://runer.ku.dk/VisGenstand.aspx?Titel=Revninge-fingerring",,55.438851915021,10.681507171143,🗡️ᚱ,1300
DR 204 M ,Odense,Odense,"Odense hd, Fyn",Odense,Odense Bys Museer (KMO 1956/844),(55.395008596615 ; 10.3882863143796),,,080407-109 [Lokalitet/140734],,,M,,,metall,bly,platta,,,"DK nr.: Fyn 23, http://runer.ku.dk/VisGenstand.aspx?Titel=Odense-blyamulet",,55.395008596615,10.3882863143796,🗡️ᚱ,1300
DR 205 $U ,Vimose,Næsbyhoved Broby sn,"Odense hd, Fyn",Odense,Nationalmuseet (C. 11329),(55.4522710631068 ; 10.2957376329379),,,"080301-1, Allese sn [Lokalitet/5336]",,,U 210/220-250/260 (Imer 2007),,,metall,brons,doppsko,,,"$=Stoklund 1995:329; KJ 22; <http://www.runenprojekt.uni-kiel.de/abfragen/standard/deutung2_eng.asp?findno=16&ort=Vimose&objekt=doppsko>; DK nr.: Fyn 20, http://runer.ku.dk/VisGenstand.aspx?Titel=Vimose-dupsko_1",,55.4522710631068,10.2957376329379,🗡️ᚱ,235
DR 206 $U ,Vimose,Næsbyhoved Broby sn,"Odense hd, Fyn",Odense,Nationalmuseet (24373),(55.4522710631068 ; 10.2957376329379),,,"080301-1, Allese sn [Lokalitet/5336]",,,U 160-375/400 (Imer 2007),,,trä,trä,hyvel,,,"$=Stoklund 1995:331; KJ 25; <http://www.runenprojekt.uni-kiel.de/abfragen/standard/deutung2_eng.asp?findno=19&ort=Vimose&objekt=hyvel>; DK nr.: Fyn 18, http://runer.ku.dk/VisGenstand.aspx?Titel=Vimose-h%c3%b8vl",,55.4522710631068,10.2957376329379,🌲ᚱ,268
DR 207 U ,Vimose,Næsbyhoved Broby sn,"Odense hd, Fyn",Odense,Nationalmuseet (22657),(55.4522710631068 ; 10.2957376329379),,,"080301-1, Allese sn [Lokalitet/5336]",,,U ca 160 (Imer 2007),,,ben/horn,ben,kam,,,"Stoklund 1995:333; KJ 26; <http://www.runenprojekt.uni-kiel.de/abfragen/standard/deutung2_eng.asp?findno=20&ort=Vimose&objekt=kam>; DK nr.: Fyn 19, http://runer.ku.dk/VisGenstand.aspx?Titel=Vimose-kam",,55.4522710631068,10.2957376329379,🦴ᚱ,160
DR 207A $U ,Vimose,Næsbyhoved Broby sn,"Odense hd, Fyn",Odense,Nationalmuseet (13678),(55.4508138082706 ; 10.2899185634859),,,080406-1 [Lokalitet/5588],,,U 210/220-250/260 (Imer 2007),,,metall,silver,skidbeslag,Eventuellt endast runliknande tecken.,,"$=Stoklund 1995:333; KJ 23; <http://www.runenprojekt.uni-kiel.de/abfragen/standard/deutung2_eng.asp?findno=17&ort=Vimose&objekt=skidbeslag>; DK nr.: Fyn 17, http://runer.ku.dk/VisGenstand.aspx?Titel=Vimose-remb%c3%b8jle",,55.4508138082706,10.2899185634859,🗡️ᚱ,235
DR 208 $U ,Vimose,Næsbyhoved Broby sn,"Odense hd, Fyn",Odense,Nationalmuseet (11650),(55.4522710631068 ; 10.2957376329379),,,"080301-1, Allese sn [Lokalitet/5336]",,,U 210/220-250/260 (Imer 2007),,,metall,brons,spänne,,,"$=Stoklund 1995:330; KJ 24; <http://www.runenprojekt.uni-kiel.de/abfragen/standard/deutung2_eng.asp?findno=18&ort=Vimose&objekt=spänne>; DK nr.: Fyn 16, http://runer.ku.dk/VisGenstand.aspx?Titel=Vimose-b%c3%a6ltesp%c3%a6nde",,55.4522710631068,10.2957376329379,🗡️ᚱ,235
DR 209 $ ,Glavendrup,Skamby sn,"Skam hd, Fyn",Nordfyn,,(55.5096608500182 ; 10.292982065631),ja,,080507-11 [Lokalitet/5907],,,V för-Jelling,RAK,Sote (S),sten,granit,runsten,,L 1489,"$=Moltke 1985:226f, Kousgård Sørensen 1989:17ff (Om personnavne på -vi/-væ ..., Danske studier.); DK nr.: Fyn 26, http://runer.ku.dk/VisGenstand.aspx?Titel=Glavendrup-sten",,55.5096608500182,10.292982065631,ᚱ,900
DR 210 †$ ,Ålbæk,?,"Lunde hd, Fyn",Nordfyn,,(55.4984758663567 ; 10.3767891221681),,,080304-24 [Lokalitet/130175],,,V 1050-1150,,,sten,,runsten,,L 1487,"$=Moltke 1985:551; DK nr.: Fyn 14, http://runer.ku.dk/VisGenstand.aspx?Titel=%c3%85leb%c3%a6k-sten",,55.4984758663567,10.3767891221681,ᚱ,1100
DR 211  ,Nørre Nærå,Nørre Nærå sn,"Skam hd, Fyn",Nordfyn,,(55.5729190983523 ; 10.2824181752164),,,080506-26 [Lokalitet/130180],Helnæs-Gørlev,,V Helnæs-Gørlev,,,sten,granit,runsten,,L 1488,"DK nr.: Fyn 25, http://runer.ku.dk/VisGenstand.aspx?Titel=N%c3%b8rre_N%c3%a6r%c3%a5-sten",,55.5729190983523,10.2824181752164,ᚱ,900
DR 212  ,Tillitse,Tillitse sn,"Lollands Sønder hd, Lolland-Falster",Lolland,,(54.7662285069076 ; 11.1571244881558),,,070513-19 [Lokalitet/112661],,A1; B3; 0; D1; 0; F3; 0,V 1050-1150,RAK,,sten,granit,runsten,Svenskt inflytande.,L 1609,"DK nr.: Syd 11, http://runer.ku.dk/VisGenstand.aspx?Titel=Tillitse-sten",,54.7662285069076,11.1571244881558,ᚱ,1100
DR 213  ,Skovlænge,Skovlænge sn,"Lollands Sønder hd, Lolland-Falster",Lolland,Maribo Museum,(54.8167052687593 ; 11.2493743075899),,(54.8206252062923 ; 11.2517560929667),"070510-1A [Lokalitet/112649] (urspr. plats), 070510-1B [Lokalitet/112650] (tid. plats), 070510-1C [Lokalitet/112651] (nuv. plats)",,,V efter-Jelling,RAK,,sten,granit,runsten,,L 1491,"DK nr.: Syd 9, http://runer.ku.dk/VisGenstand.aspx?Titel=Skovl%c3%a6nge-sten",,54.8167052687593,11.2493743075899,ᚱ,1025
DR 214 SENTIDA ,Vesterborg,Vesterborg sn,"Lollands Nørre hd, Lolland-Falster",Lolland,I kyrkan.,,,,070412,,,Sentida 1600-t,,,sten,,gravsten,Läsning: anteRi(g),,"DK nr.: Syd 7, http://runer.ku.dk/VisGenstand.aspx?Titel=Vesterborg-gravsten",,54.89,11.1800,ᚱ,1650
DR 215 M ,Stokkemarke,Stokkemarke sn,"Lollands Sønder hd, Lolland-Falster",Lolland,Nationalmuseet (3600),,,,070511,,,M s 1200-t,,,metall,bly,relikskrin,,,"DK nr.: Syd 10, http://runer.ku.dk/VisGenstand.aspx?Titel=Stokkemarke-relikviegemme",,54.82,11.3700,🗡️ᚱ,1250
DR 216 $ ,Tirsted,Tirsted sn,"Fuglse hd, Lolland-Falster",Lolland,Nationalmuseet,,,,070317,,,V Jelling,RAK,,sten,granit,runsten,,L 1492,"$=Moltke 1985:300, RunLab.; DK nr.: Syd 4, http://runer.ku.dk/VisGenstand.aspx?Titel=Tirsted-sten",,54.72,11.4300,ᚱ,965
DR 217 $ ,Sædinge,Sædinge sn,"Fuglse hd, Lolland-Falster",Lolland,Maribo Museum,(54.7154144992902 ; 11.4373073610127),,,070316-2 [Lokalitet/129770],,,V Jelling,RAK,,sten,granit,runsten,,,"$=Moltke 1985:292, 300; DK nr.: Syd 3, http://runer.ku.dk/VisGenstand.aspx?Titel=S%c3%a6dinge-sten",,54.7154144992902,11.4373073610127,ᚱ,965
DR 218  ,Tågerup,Tågerup sn,"Fuglse hd, Lolland-Falster",Lolland,,(54.6791813791251 ; 11.4518279839489),,,070319-36 [Lokalitet/130141],,,V Jelling,RAK,Samma som gjort DR 219,sten,granit,runsten,,,"DK nr.: Syd 5, http://runer.ku.dk/VisGenstand.aspx?Titel=T%c3%a5gerup-sten",,54.6791813791251,11.4518279839489,ᚱ,965
DR 219  ,Bregninge 1,Bregninge sn,"Musse hd, Lolland-Falster",Guldborgsund,Nationalmuseet,,,,070601,,,V Jelling,RAK,Samma som gjort DR 218,sten,granit,runsten,,L 1490,"DK nr.: Syd 12, http://runer.ku.dk/VisGenstand.aspx?Titel=Bregninge-sten,_Lolland",,54.76,11.8500,ᚱ,965
DR 220 $ ,Sønder Kirkeby,Sønder Kirkeby sn,"Falsters Sønder hd, Lolland-Falster",Guldborgsund,Nationalmuseet,,,,070212-8 [Lokalitet/166593],,,V efter-Jelling,RAK,,sten,granit,runsten,,L 1484,"$=Moltke 1985:230; DK nr.: Syd 2, http://runer.ku.dk/VisGenstand.aspx?Titel=S%c3%b8nder_Kirkeby-sten",,54.71,11.9000,ᚱ,1025
DR 221 $ ,Vordingborg,Vordingborg sn,"Bårse hd, Sjælland",Vordingborg,Nationalmuseet (1),,,,050213,,,V Helnæs-Gørlev/för-Jelling,RAK,,sten,granit,runsten,,L 1469,"$=RunLab.; DK nr.: Sj 80, http://runer.ku.dk/VisGenstand.aspx?Titel=Vordingborg-sten",,55.01,11.9100,ᚱ,
DR 222 M ,Allerslev 1,Allerslev sn,"Bårse hd, Sjælland",Vordingborg,,,,,050201,,,M romansk,,,sten,kalksten,ristat i byggnadssten,,,"DK nr.: Sj 75, http://runer.ku.dk/VisGenstand.aspx?Titel=Allerslev-kalkristning_1",,55.05,11.8800,ᚱ,1175
DR 223 M ,Allerslev 2,Allerslev sn,"Bårse hd, Sjælland",Vordingborg,,,,,050201,,,M romansk,,,sten,kalksten,ristat i byggnadssten,,,"DK nr.: Sj 76, http://runer.ku.dk/VisGenstand.aspx?Titel=Allerslev-kalkristning_2",,55.05,11.8800,ᚱ,1175
DR 224 M ,Bårse,Bårse sn,"Bårse hd, Sjælland",Vordingborg,,,,,050203,,,M 1250-1275,,,sten,granit,dopfunt,Gyllentalsserien i runor.,,"DK nr.: Sj 78, http://runer.ku.dk/VisGenstand.aspx?Titel=B%c3%a5rse-font",,55.1,11.9000,ᚱ,1262
DR 225 M ,Bårse,Bårse sn,"Bårse hd, Sjælland",Vordingborg,Nationalmuseet (747),,,,050203,,,M?,,,sten,granit,fragment av runsten,,L 1475,"DK nr.: Sj 77, http://runer.ku.dk/VisGenstand.aspx?Titel=B%c3%a5rse-sten",,55.1,11.9000,ᚱ,
DR 226  ,Glumsø,Glumsø sn,"Tybjerg hd, Sjælland",Næstved,Nationalmuseet (D 3989),(55.3548225401137 ; 11.6874159650011),,,050704-6 [Lokalitet/91186],,,V Jelling/efter-Jelling,RAK,,sten,granit,fragment av runsten,,,"DK nr.: Sj 90, http://runer.ku.dk/VisGenstand.aspx?Titel=Glums%c3%b8-sten",,55.3548225401137,11.6874159650011,ᚱ,
DR 227 † ,Sandby 1,Sandby sn,"Tybjerg hd, Sjælland",Næstved,,,,,050709,,,V Jelling,,,sten,,runsten,,L 1471,"DK nr.: Sj 91, http://runer.ku.dk/VisGenstand.aspx?Titel=Sandby-sten_1",,55.23,11.7200,ᚱ,965
DR 228  ,Sandby 2,Sandby sn,"Tybjerg hd, Sjælland",Næstved,På kyrkogården.,(55.3788273552233 ; 11.7390715881226),,,050709-12 [Lokalitet/91457],,,V efter-Jelling,RAK,,sten,granit,fragment av runsten,,L 1472,"DK nr.: Sj 92, http://runer.ku.dk/VisGenstand.aspx?Titel=Sandby-sten_2",,55.3788273552233,11.7390715881226,ᚱ,1025
DR 229 $ ,Sandby 3,Sandby sn,"Tybjerg hd, Sjælland",Næstved,Nationalmuseet,,,,050709,,,V 1050-1150,RAK,,sten,granit,runsten,Svenskt inflytande.,L 1470,"$=RunLab.; Dk nr.: Sj 93, http://runer.ku.dk/VisGenstand.aspx?Titel=Sandby-sten_3",,55.23,11.7200,ᚱ,1100
DR 230  ,Tryggevælde,Karise sn,"Fakse hd, Sjælland",Faxe,Nationalmuseet,,,,050304,,,V för-Jelling,RAK,Sote (A) (DR 209),sten,granit,runsten,,L 1468,"DK nr.: Sj 82, http://runer.ku.dk/VisGenstand.aspx?Titel=Tryggev%c3%a6lde-sten",,55.3,12.1500,ᚱ,900
DR 231 M ,Holtug,Holtug sn,"Stevns hd, Sjælland",Stevn,I kyrkans södra yttermur.,,,,050604,,,M,,,sten,kalksten,kvadersten,,,"DK nr.: Sj 84, http://runer.ku.dk/VisGenstand.aspx?Titel=Holtug-kvadersten_1",,55.33,12.3500,ᚱ,1300
DR 232 U ,Himlingøje,Himlingøje sn,"Bjæverskov hd, Sjælland",Stevn,Nationalmuseet (3506),(55.3735957300715 ; 12.2153125207149),,,050105-9 [Lokalitet/87924],,,U 210/220-310/320 (Imer 2007),,,metall,silver,fibula,,,"KJ 9; <http://www.runenprojekt.uni-kiel.de/abfragen/standard/deutung2_eng.asp?findno=1&ort=Himlingøje&objekt=fibula>; DK nr.: Sj 73, http://runer.ku.dk/VisGenstand.aspx?Titel=Himling%c3%b8je-fibula_1",,55.3735957300715,12.2153125207149,🗡️ᚱ,265
DR 233 M ,Eggeslevmagle,Eggeslevmagle sn,"Vester Flakkebjerg hd, Sjælland",Slagelse,,(55.2861940378168 ; 11.3490586945674),,,040402-42 [Lokalitet/111590],,,M,,,sten,granit,runsten,Eventuellt gränssten eller ägarsten.,,"DK nr.: Sj 72, http://runer.ku.dk/VisGenstand.aspx?Titel=Eggeslevmagle-sten",,55.2861940378168,11.3490586945674,ᚱ,1300
DR 234 †M ,Boeslunde,Boeslunde sn,"Slagelse hd, Sjælland",Slagelse,,,,,040301,,,M,,,metall,,kyrkklocka,,,"DK nr.: Sj 64, http://runer.ku.dk/VisGenstand.aspx?Titel=Boeslunde-klokke",,55.3,11.3000,🗡️ᚱ,1300
DR 235 $M ,Tårnborg 1,Tårnborg sn,"Slagelse hd, Sjælland",Slagelse,Nationalmuseet,,,,040319,,,M,,,sten,granit,runsten,,,"$=RunLab.; DK nr.: Sj 66, http://runer.ku.dk/VisGenstand.aspx?Titel=T%c3%a5rnborg-sten",,55.36,11.2600,ᚱ,1300
DR 236 M ,Tårnborg 2,Tårnborg sn,"Slagelse hd, Sjælland",Slagelse,,,,,040319,,,M,,,sten,skiffer,fragment av runsten,,,"DK nr.: Sj 67, http://runer.ku.dk/VisGenstand.aspx?Titel=T%c3%a5rnborg-skifersten",,55.36,11.2600,ᚱ,1300
DR 237  ,Alsted,Alsted sn,"Alsted hd, Sjælland",Sorø,I kyrkan.,,,,040101,,A1; B3; 0; D1; 0; F3; 0,V kristen efter-Jelling,RAK,,sten,granit,runsten,,L 1473,"DK nr.: Sj 59, http://runer.ku.dk/VisGenstand.aspx?Titel=Alsted-sten",,55.43,11.5500,ᚱ,1050
DR 238  ,Fjenneslev,Fjenneslev sn,"Alsted hd, Sjælland",Sorø,På kyrkogården.,(55.4334050465746 ; 11.6875063004578),,,040104-20 [Lokalitet/109512],,A8; B1; 0; 0; 0; F1; 0,V kristen efter-Jelling,RAK,,sten,granit,runsten,,,"DK nr.: Sj 60, http://runer.ku.dk/VisGenstand.aspx?Titel=Fjenneslev-sten",,55.4334050465746,11.6875063004578,ᚱ,1050
DR 239  ,Gørlev,Gørlev sn,"Løve hd, Sjælland",Gørlev,I vapenhuset.,(55.538139 ; 11.226477),,,030206,Helnæs-Gørlev,,V Helnæs-Gørlev,RAK,,sten,granit,runsten,,,"DK nr.: Sj 46, http://runer.ku.dk/VisGenstand.aspx?Titel=G%c3%b8rlev-sten_1",,55.538139,11.226477,ᚱ,900
DR 240 M ,Asmindrup,Sønder Asmindrup sn,"Merløse hd, Sjælland",Holbæk,,(55.661332 ; 11.694689),ja,,030311,,,M romansk,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sj 52, http://runer.ku.dk/VisGenstand.aspx?Titel=S%c3%b8nder_Asmindrup-kalkristning_1",,55.661332,11.694689,🧱ᚱ,1175
DR 241 M ,Asmindrup,Sønder Asmindrup sn,"Merløse hd, Sjælland",Holbæk,,(55.661332 ; 11.694689),ja,,030311,,,M romansk,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sj 53, http://runer.ku.dk/VisGenstand.aspx?Titel=S%c3%b8nder_Asmindrup-kalkristning_2",,55.661332,11.694689,🧱ᚱ,1175
DR 242 M ,Asmindrup,Sønder Asmindrup sn,"Merløse hd, Sjælland",Holbæk,,(55.661332 ; 11.694689),ja,,030311,,,M romansk,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sj 54, http://runer.ku.dk/VisGenstand.aspx?Titel=S%c3%b8nder_Asmindrup-kalkristning_3",,55.661332,11.694689,🧱ᚱ,1175
DR 243 †M ,Asmindrup,Sønder Asmindrup sn,"Merløse hd, Sjælland",Holbæk,,(55.661332 ; 11.694689),,,030311,,,M romansk,,,puts,kalkputs,putsinskrift,,,"DK nr.: Sj 55, http://runer.ku.dk/VisGenstand.aspx?Titel=S%c3%b8nder_Asmindrup-kalkristning_4",,55.661332,11.694689,🧱ᚱ,1175
DR 244 M ,Nykøbing,Nykøbing sn,"Ods hd, Sjælland",Odsherred,Nationalmuseet (D. 923),(55.924862 ; 11.671085),,,030407,,,M s 1100-t,,,övrigt,munktegel,tegelsten,,,"DK nr.: Sj 57, http://runer.ku.dk/VisGenstand.aspx?Titel=Nyk%c3%b8bing-teglsten",,55.924862,11.671085,ᚱ,1150
DR 245 M ,Tømmerup,Tømmerup sn,"Ars hd, Sjælland",Kalundborg,Nationalmuseet (D. 1008),(55.678062 ; 11.152078),,,030108,,,M,,,metall,silver,bägare,Futharkinskrift.,,"DK nr.: Sj 48, http://runer.ku.dk/VisGenstand.aspx?Titel=T%c3%b8mmerup-b%c3%a6ger",,55.678062,11.152078,🗡️ᚱ,1300
DR 246 M ,Roskilde,Roskilde,"Sømme hd, Sjælland",Roskilde,Nationalmuseet (D. 29),(55.643 ; 12.078),,,020410,,,M,,,metall,brons,amulett,,,"DK nr.: Sj 27, http://runer.ku.dk/VisGenstand.aspx?Titel=Roskilde-bronzeamulet",,55.643,12.078,🗡️ᚱ,1300
DR 247 M ,Roskilde,Roskilde,"Sømme hd, Sjælland",Roskilde,Nationalmuseet (C. 9359),(55.640926 ; 12.079715),,,020410,,,M?,,,trä,trä,"pinne, rektangulär i genomskärning",Trollpinne.,,"DK nr.: Sj 28, http://runer.ku.dk/VisGenstand.aspx?Titel=Roskilde-tr%c3%a6amulet",,55.640926,12.079715,🌲ᚱ,
DR 248  ,Snoldelev,Snoldelev sn,"Tune hd, Sjælland",Roskilde,Nationalmuseet (76),(55.5718996787406 ; 12.1192137485861),,,020509-2 [Lokalitet/97463],Helnæs-Gørlev,,V Helnæs-Gørlev,RAK,,sten,granit,runsten,"Hakkors och triskele, samt ett äldre solhjul.",L 1474,"DK nr.: Sj 35, http://runer.ku.dk/VisGenstand.aspx?Titel=Snoldelev-sten",,55.5718996787406,12.1192137485861,ᚱ,900
DR 249 †$ ,Tune,Tune sn,"Tune hd, Sjælland",Greve,,,,,020511,,,V,,,sten,,fragment av runsten,,,"$=Moltke 1985:158; DK nr.: Sj 36, http://runer.ku.dk/VisGenstand.aspx?Titel=Tune-sten",,55.64,12.1800,ᚱ,1050
DR 250  ,Høje Tåstrup,Høje Tåstrup sn,"Smørum hd, Sjælland",Høje-Taastrup,Vid den nya kyrkan i Hedehusene.,(55.6533225398633 ; 12.2067831656787),,(55.6501399786627 ; 12.207810699387),"020207-12 (fyndplats) [Lokalitet/95661], 020207-61 (nuv. plats) [Lokalitet/95700]",Helnæs-Gørlev,,V Helnæs-Gørlev,RAK,,sten,granit,runsten,,,"DK nr.: Sj 17, http://runer.ku.dk/VisGenstand.aspx?Titel=H%c3%b8je_T%c3%a5strup-sten",,55.6533225398633,12.2067831656787,ᚱ,900
DR 251 M? ,Glostrup,Glostrup sn,"Smørum hd, Sjælland",Glostrup,Nationalmuseet (9203),,,,020204,,,M?,,,sten,"fossil, sjöborre",amulett,,,"DK nr.: Sj 16, http://runer.ku.dk/VisGenstand.aspx?Titel=Glostrup-amulet",,55.67,12.4000,ᚱ,
DR 252 $M ,Ledøje,Ledøje sn,"Smørum hd, Sjælland",Egedal,Nationalmuseet (2881 a-b),(55.710591 ; 12.296619),,,020209,,,M s 1100-t,,,övrigt,tegel,tegelsten,,,"$=Fv 1990:30, http://fornvannen.se/pdf/1990talet/1990_023.pdf; DK nr.: Sj 19, http://runer.ku.dk/VisGenstand.aspx?Titel=Led%c3%b8je-teglsten",,55.710591,12.296619,ᚱ,1150
DR 253 M ,Frederiksberg,Frederiksberg sn,"Sokkelund hd, Sjælland",Frederiksberg,Nationalmuseet (C. 1818),,,,020306,,,M,,,sten,sten,amulett,,,"<http://www.runenprojekt.uni-kiel.de/abfragen/standard/literatur2_eng.asp?findno=235&ort=Frederiksberg&objekt=amulett> ; DK nr.: Sj 22, http://runer.ku.dk/VisGenstand.aspx?Titel=Frederiksberg-amulet",,55.68,12.5700,ᚱ,1300
DR 254 $ ,Herlev,Nørre Herlev sn,"Lynge-Frederiksborg hd, Sjælland",Herlev,Nationalmuseet,(55.888153 ; 12.274218),,,010309,,,V?,,,sten,sandsten,fragment av runsten,,,"$=RunLab.; DK nr.: Sj 7, http://runer.ku.dk/VisGenstand.aspx?Titel=N%c3%b8rre_Herlev-sten",,55.888153,12.274218,ᚱ,
DR 255 M ,Esbønderup,Esbønderup sn,"Holbo hd, Sjælland",Gribskov,,(56.052658 ; 12.343794),,,010103,,,M,,,sten,sandsten,kvadersten,,,"DK nr.: Sj 1, http://runer.ku.dk/VisGenstand.aspx?Titel=Esb%c3%b8nderup-kvadersten",,56.052658,12.343794,ᚱ,1300
DR 256 M ,Søborg 1,Søborg sn,"Holbo hd, Sjælland",Gribskov,,(56.086201 ; 12.317605),,,010110,,,M,,,sten,granit,runsten,,,"DK nr.: Sj 2, http://runer.ku.dk/VisGenstand.aspx?Titel=S%c3%b8borg-gravsten",,56.086201,12.317605,ᚱ,1300
DR 257 M ,Søborg 2,Søborg sn,"Holbo hd, Sjælland",Gribskov,,(56.086201 ; 12.317605),,,010110,,,M s 1100-t,,,övrigt,tegel,tegelsten,,,"DK nr.: Sj 3, http://runer.ku.dk/VisGenstand.aspx?Titel=S%c3%b8borg-teglsten",,56.086201,12.317605,ᚱ,1150
DR 258  ,Bösarp,Bösarps sn,"Skytts hd, Skåne",Trelleborg,"Lunds historiska museum, en del deponerad i Trelleborg.",6145400.1338900,Ryllagården,6178101.1335918,"1207 (Bösarp), 86:2 (Lund) (nuv. plats) [objektid=10129800860002]",,,V efter-Jelling,RAK,,sten,granit,fragment av runsten,,,"DK nr.: Sk 71, http://runer.ku.dk/VisGenstand.aspx?Titel=B%c3%b6sarp-stenfragmenter",,55.41189953275012,13.261444488540734,ᚱ,1025
DR 259  ,"Fuglie 1, Fuglie kyrka",Fuglie sn,"Skytts hd, Skåne",Trelleborg,,6149812.1327870,ja,,"1227 (Fuglie), 2:2 [objektid=10122700020002]",,,V kristen efter-Jelling,RAK,,sten,granit,runsten,,L 1436,"DK nr.: Sk 72, http://runer.ku.dk/VisGenstand.aspx?Titel=Fuglie-sten_1",,55.447739011604895,13.084766160491123,ᚱ,1050
